outcome_cat,outcome,cohort,analysis,term,hr,conf_low,conf_high,outcome_time_median
Mental illnesses,Post-traumatic stress disorder,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.019596236,0.870253005,1.194568108,67.5
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,829.0413224,710.422597,967.4647595,0
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,93.53605716,83.94207688,104.2264567,8
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,8.309512975,6.48943844,10.64006933,43
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,9.09554,8.35753,9.89872,10
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.75034,1.53145,2.00052,52
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,137.32013,123.69737,152.44317,0
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.31032,1.11915,1.53415,59
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,2.83539,2.43704,3.29885,13
Cardiovascular diseases,Pulmonary embolism,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,78.33619,67.98156,90.26798,0
Mental illnesses,Self harm,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,10.74020488,8.488733905,13.58883459,1
Mental illnesses,Self harm,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.152407529,1.028680921,1.291015596,66
Mental illnesses,Self harm,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,0.999086174,0.846675672,1.178932165,14.5
Mental illnesses,Self harm,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.10652228,0.985535075,1.242362233,66
Mental illnesses,Self harm,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.930880285,0.784335088,1.104805993,14.5
Mental illnesses,Self harm,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,10.10094085,7.922120341,12.87900229,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0000_0001,1.885199165,1.283160337,2.769705227,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0028_0197,1.058489771,0.974301835,1.149952258,70
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0001_0028,0.809592416,0.710265606,0.922809545,17
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0001_0028,0.819886632,0.728680964,0.922508098,15
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.047771909,0.970953066,1.130668424,66.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0001,4.576275996,3.625158524,5.776934128,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.041300784,0.905180123,1.19789122,65.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0001,27.06965444,22.69977416,32.28077012,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0001_0028,1.349689532,1.136461989,1.602923679,10
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0000_0001,61.87937961,46.93553197,81.58113121,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0028_0197,1.219344233,0.89478707,1.661624769,67
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0001_0028,2.026690364,1.453682366,2.825564026,9
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0000_0001,10.29037042,6.083229328,17.40715624,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,0.923516128,0.70701982,1.2063057,71.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0001_0028,0.867312488,0.587960737,1.279389769,9
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.054491252,1.000091139,1.111850467,68
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0001_0028,0.918150307,0.849207386,0.99269036,15
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0001,7.672554861,6.772371405,8.692390683,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0000_0001,46.30254227,31.43580945,68.20010232,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0028_0197,0.898435943,0.604411143,1.335493485,66
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),History of COVID-19,days0001_0028,0.673944059,0.320403377,1.417589907,9
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,102.0814978,82.16724229,126.8222213,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,6.518111304,5.357340647,7.930385199,5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,0.882280992,0.59927212,1.298942038,53.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.052152111,1.00024229,1.10675591,68
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,0.913645488,0.847878475,0.984513823,15
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,7.678938736,6.817759553,8.648896994,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0001_0028,0.945242429,0.842668282,1.060302458,17.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0001,4.114691689,3.192596257,5.303109548,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.204628058,1.119772206,1.29591425,66.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,5.45850587,4.734732074,6.29291919,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.050923777,0.998658482,1.105924402,68
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.791327665,0.72988762,0.857939573,17
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0000_0001,11.73971092,10.2562626,13.43772268,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0028_0197,0.996531678,0.92441964,1.074269025,68
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, more than six months ago",days0001_0028,0.896500093,0.802208551,1.001874656,11
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0000_0001,12.95900878,10.16721075,16.51740213,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0028_0197,0.858091413,0.724689741,1.016049809,64.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),"Prior history of outcome, within six months",days0001_0028,1.032470797,0.840478556,1.268320221,14
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0001,6.260608767,5.31078685,7.380304132,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.086430458,1.020849141,1.156224845,67.5
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0001_0028,0.873836362,0.79424563,0.961402819,14
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,0.998857244,0.915588507,1.089698905,68
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0001,10.32511689,8.705075395,12.24665313,1
Mental illnesses,Serious mental illness,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0001_0028,0.99335313,0.881142635,1.119853247,16
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.16961,0.89014,1.53683,72
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,2.28586,1.73735,3.00755,11.5
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,91.22098,73.66759,112.95696,0
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.90744,1.39618,2.60592,12
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.11777,0.83676,1.49314,80
Cardiovascular diseases,Subarachnoid haemorrhage and haemorrhagic stroke,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,92.99036,74.50296,116.06528,0
Cardiovascular diseases,Transient ischaemic attack,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.155,0.97544,1.36762,64.5
Cardiovascular diseases,Transient ischaemic attack,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,21.24092,16.37784,27.54799,0
Cardiovascular diseases,Transient ischaemic attack,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.25658,1.00218,1.57556,10
Cardiovascular diseases,Transient ischaemic attack,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,1.0794,0.83715,1.39176,10
Cardiovascular diseases,Transient ischaemic attack,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.07332,0.89492,1.28729,67
Cardiovascular diseases,Transient ischaemic attack,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,18.1994,13.48935,24.55405,0
Diabetes,Type 1 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,0.971734072,0.741609911,1.273266442,72
Diabetes,Type 1 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0028,1.532973326,1.139900297,2.061589939,9
Diabetes,Type 1 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,0.953029458,0.725844074,1.251322675,72.5
Diabetes,Type 1 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0028,1.39244231,1.021524712,1.898040804,12
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.190947615,1.055876306,1.343297709,65
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0028,1.182717749,1.005649925,1.390962441,13
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0028,2.094345787,1.791039597,2.449015802,7.5
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.246125692,1.076078871,1.443044076,62
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0000_0028,5.379088914,4.14733696,6.976669084,1
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0028_0197,1.424826216,0.992798943,2.044854861,65
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0000_0028,1.328411143,0.894683225,1.972403321,9
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: South Asian,days0028_0197,0.936930554,0.665713121,1.318644377,74.5
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0028,1.697773821,1.525580347,1.88940291,10
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.22482013,1.116555616,1.34358229,63
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,13.29968955,10.95282728,16.14941399,7
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,5.335550193,4.481511113,6.352343026,61
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,184.2117777,149.2359459,227.3847554,1
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.199790278,1.101145719,1.307271767,63
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,9.298832226,7.605377183,11.36936127,1
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,1.322142028,1.180604796,1.480647502,14
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,0.944590844,0.825735059,1.080554655,17
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,4.749710472,3.577225718,6.306493173,1
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.13303627,1.036816169,1.238185928,63.5
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0028,1.406137751,1.199028804,1.649020747,9
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.200574414,1.057709432,1.362736192,64
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0028,1.840143468,1.620858079,2.089095911,9
Diabetes,Type 2 diabetes mellitus,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,1.182417875,1.05228043,1.328649656,62
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0028_0197,1.50276,1.13209,1.99481,72
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 18-39,days0000_0028,2.8297,2.13678,3.74731,9
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0028_0197,1.18583,1.00317,1.40176,57
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 40-59,days0000_0028,5.11306,4.57493,5.71448,8
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0028_0197,1.75185,1.53005,2.0058,53
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 60-79,days0000_0028,10.00875,9.24358,10.83726,5
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0000_0028,14.14325,12.53629,15.9562,0
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Age group: 80-110,days0028_0197,1.94223,1.54195,2.44641,55
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0028_0197,1.54727,1.40958,1.69842,55.5
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Ethnicity: White,days0000_0028,7.64661,7.20843,8.11143,5
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0028_0197,5.666745687,4.626871788,6.940327753,46
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0001_0028,46.68393028,42.23714301,51.59888171,8
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Hospitalised COVID-19,days0000_0001,436.0574497,379.2600054,501.3607992,0
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0001_0028,4.86742,4.53229,5.22734,11
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0000_0001,72.27866,66.16422,78.95816,0
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Main,days0028_0197,1.52548,1.39313,1.6704,57
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0000_0028,8.9354,8.40386,9.50056,5
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),No prior history of outcome,days0028_0197,1.61082,1.45545,1.78278,54
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0000_0001,45.52657,40.64262,50.9974,0
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0001_0028,2.13233,1.91231,2.37767,14
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Non-hospitalised COVID-19,days0028_0197,1.27685,1.15399,1.41278,59
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0028_0197,1.26919,1.03628,1.55444,62
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Prior history of outcome,days0000_0028,4.05768,3.47657,4.73593,2
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0000_0028,6.00542,5.49075,6.56834,3
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Female,days0028_0197,1.45184,1.27561,1.65241,59
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0028_0197,1.58696,1.39721,1.80248,53
Cardiovascular diseases,Venous thrombotic events,Vaccinated (Jun 1 2021 - Dec 14 2021),Sex: Male,days0000_0028,9.40889,8.74311,10.12537,5
